,CNTYVTD,CD,sldl309,sldl358,sldu172
1032,37002D,4,1,1,1
1033,370030,4,1,1,1
1034,37003A,4,1,1,1
1035,37003B,4,1,1,1
1036,37004A,4,1,1,1
1037,37004B,4,1,1,1
1038,37004C,4,1,1,1
1039,37004D,4,1,1,1
1040,37004E,4,1,1,1
1041,37005A,4,1,1,1
1042,37005B,4,1,1,1
1043,37005C,4,1,1,1
1044,37006A,4,1,1,1
1045,37006B,4,1,1,1
1046,37008A,4,1,1,1
1047,37008B,4,1,1,1
1048,37008C,4,1,1,1
1049,390001,14,25,25,11
1050,390002,14,25,25,17
1051,390003,22,29,29,11
1052,390004,14,25,25,17
1053,390005,14,25,25,11
1054,390006,14,29,29,11
1055,390007,14,25,25,17
1056,390008,14,25,25,17
1057,390009,14,25,25,11
1058,390010,14,25,25,17
1059,390011,22,29,29,11
1060,390012,22,29,29,11
1061,390013,22,29,29,11
1062,390014,14,25,25,17
1063,390015,14,25,25,11
1064,390016,22,29,29,11
1065,390017,14,25,25,17
1066,390019,14,25,25,17
1067,390020,14,25,25,17
1068,390021,14,25,25,11
1069,390022,14,25,25,17
1070,390023,14,25,25,17
1071,390024,14,25,25,17
1072,390025,14,29,29,11
1073,390026,22,29,29,11
1074,390027,22,29,29,11
1075,390028,22,29,29,11
1076,390029,22,29,29,11
1077,390030,14,25,25,17
1078,390031,14,25,25,17
1079,390032,14,25,25,17
1080,390033,14,25,25,17
1081,390034,22,29,29,11
1082,390035,14,29,29,11
1083,390036,22,29,29,11
1084,390038,14,25,25,11
1085,390039,22,29,29,11
1086,390040,22,29,29,11
1087,390042,14,25,25,11
1088,390043,14,25,25,17
1089,390044,22,29,29,11
1090,390045,14,25,25,17
1091,390046,22,29,29,11
1092,390047,22,29,29,11
1093,390048,14,25,25,17
1094,390049,14,25,25,17
1095,390050,22,29,29,11
1096,390051,22,29,29,11
1097,390052,22,29,29,11
1098,390053,22,29,29,11
1099,390054,22,29,29,11
1100,390055,14,25,25,11
1101,390056,14,25,25,11
1102,390057,14,29,29,11
1103,390058,22,29,29,11
1104,390059,22,29,29,11
1105,390060,22,29,29,11
1106,390061,22,29,29,11
1107,390062,22,29,29,11
1108,390063,14,29,29,11
1109,390064,22,25,25,11
1110,390067,22,29,29,11
1111,390068,22,29,29,11
1112,410001,17,12,12,5
1113,410002,17,12,12,5
1114,410003,17,12,12,5
1115,410004,17,14,14,5
1116,410005,17,12,12,5
1117,410006,17,12,12,5
1118,410007,17,12,12,5
1119,410008,17,14,14,5
1120,410009,17,14,14,5
1121,410010,17,14,14,5
1122,410011,17,14,14,5
1123,410012,17,14,14,5
1124,410013,17,14,14,5
1125,410014,17,14,14,5
1126,410015,17,14,14,5
1127,410016,17,14,14,5
1128,410017,17,14,14,5
1129,410018,17,14,14,5
1130,410019,17,14,14,5
1131,410020,17,14,14,5
1132,410021,17,14,14,5
1133,410022,17,14,14,5
1134,410023,17,12,12,5
1135,410024,17,14,14,5
1136,410025,17,14,14,5
1137,410026,17,14,14,5
1138,410027,17,12,12,5
1139,410028,17,12,12,5
1140,410029,17,14,14,5
1141,410030,17,14,14,5
1142,410031,17,14,14,5
1143,410032,17,14,14,5
1144,410033,17,14,14,5
1145,410034,17,14,14,5
1146,410035,17,12,12,5
1147,410036,17,14,14,5
1148,410037,17,12,12,5
1149,410038,17,14,14,5
1150,410039,17,14,14,5
1151,410040,17,12,12,5
1152,410041,17,14,14,5
1153,410042,17,12,12,5
1154,410043,17,14,14,5
1155,410044,17,12,12,5
1156,410045,17,12,12,5
1157,410046,17,12,12,5
1158,410047,17,14,14,5
1159,410048,17,12,12,5
1160,410049,17,14,14,5
1161,410052,17,14,14,5
1162,410053,17,12,12,5
1163,410056,17,12,12,5
1164,410057,17,14,14,5
1165,410058,17,14,14,5
1166,410059,17,12,12,5
1167,410060,17,12,12,5
1168,410061,17,12,12,5
1169,410062,17,14,14,5
1170,410063,17,14,14,5
1171,410064,17,14,14,5
1172,410065,17,12,12,5
1173,410067,17,14,14,5
1174,410068,17,14,14,5
1175,410069A,17,14,14,5
1176,410069B,17,12,12,5
1177,410070,17,14,14,5
1178,410071,17,12,12,5
1179,410072,17,14,14,5
1180,410074,17,14,14,5
1181,410077,17,12,12,5
1182,410078,17,12,12,5
1183,410079,17,14,14,5
1184,410080A,17,14,14,5
1185,410080B,17,12,12,5
1186,410081,17,12,12,5
1187,410082,17,12,12,5
1188,410083,17,14,14,5
1189,430001,23,74,74,19
1190,430002,23,74,74,19
1191,430003,23,74,74,19
1192,430004,23,74,74,19
1193,430005,23,74,74,19
1194,430006,23,74,74,19
1195,430007,23,74,74,19
1196,430008,23,74,74,19
1197,450001,13,88,88,31
1198,450002,13,88,88,31
1199,450003,13,88,88,31
1200,450004,13,88,88,31
1201,450006,13,88,88,31
1202,470001,15,31,31,20
1203,470002,15,31,31,20
1204,470003,15,31,31,20
1205,470004,15,31,31,20
1206,470005,15,31,31,20
1207,470006,15,31,31,20
1208,470007,15,31,31,20
1209,470008,15,31,31,20
1210,470009,15,31,31,20
1211,490101,11,60,60,24
1212,490105,11,60,60,24
1213,490109,11,60,60,24
1214,490113,11,60,60,24
1215,490202,11,60,60,24
1216,490204,11,60,60,24
1217,490212,11,60,60,24
1218,490214,11,60,60,24
1219,490215,11,60,60,24
1220,490303,11,60,60,24
1221,490306,11,60,60,24
1222,490307,11,60,60,24
1223,490308,11,60,60,24
1224,490316,11,60,60,24
1225,490318,11,60,60,24
1226,490410,11,60,60,24
1227,490411,11,60,60,24
1228,490417,11,60,60,24
1229,510113,17,13,13,18
1230,510114,17,13,13,18
1231,510203,17,13,13,18
1232,510204,17,13,13,18
1233,510207,17,13,13,18
1234,510211,17,13,13,18
1235,510215,17,13,13,18
1236,510301,17,13,13,18
1237,510305,17,13,13,18
1238,510308,17,13,13,18
1239,510309,17,13,13,18
1240,510406,17,13,13,18
1241,510410,17,13,13,18
1242,530001,25,20,20,24
1243,530002,25,20,20,24
1244,530003,25,20,20,24
1245,530004,25,20,20,24
1246,530005,25,20,20,24
1247,530006,25,20,20,24
1248,530007,25,20,20,24
1249,530008,25,20,20,24
1250,530009,25,20,20,24
1251,530010,25,20,20,24
1252,530011,25,20,20,24
1253,530012,25,20,20,24
1254,530013,25,20,20,24
1255,530014,25,20,20,24
1256,530015,25,20,20,24
1257,530016,25,20,20,24
1258,530017,25,20,20,24
1259,530018,25,20,20,24
1260,530019,25,20,20,24
1261,530020,25,20,20,24
1262,550100,35,17,17,21
1263,550101,35,17,17,21
1264,550102,27,17,17,21
1265,550103,35,17,17,21
1266,550104,27,17,17,21
1267,550105,35,17,17,21
1268,550107,35,17,17,21
1269,550108,35,17,17,21
1270,550109,35,17,17,21
1271,550110,27,17,17,21
1272,550111,27,17,17,21
1273,550112,27,17,17,21
1274,550113,27,17,17,21
1275,550114,35,17,17,21
1276,550115,35,17,17,21
1277,550116,35,17,17,21
1278,550117,27,17,17,21
1279,550118,35,17,17,21
1280,550201,27,17,17,21
1281,550202,27,17,17,21
1282,550203,27,17,17,21
1283,550204,27,17,17,21
1284,550205,27,17,17,21
1285,550206,27,17,17,21
1286,550301,35,17,17,21
1287,550302,35,17,17,21
1288,550303,35,17,17,21
1289,550305,27,17,17,21
1290,550306,27,17,17,21
1291,550307,27,17,17,21
1292,550400,35,17,17,21
1293,550401,35,17,17,21
1294,550402,35,17,17,21
1295,550404,27,17,17,21
1296,550405,27,17,17,21
1297,550407,35,17,17,21
1298,550408,35,17,17,21
1299,550409,35,17,17,21
1300,550410,27,17,17,21
1301,550412,35,17,17,21
1302,570001,27,30,30,18
1303,570002,27,30,30,18
1304,570003,27,30,30,18
1305,570004,27,30,30,18
1306,570005,27,30,30,18
1307,570006,27,30,30,18
1308,570007,27,30,30,18
1309,570008,27,30,30,18
1310,570009,27,30,30,18
1311,570010,27,30,30,18
1312,570011,27,30,30,18
1313,570012,27,30,30,18
1314,570013,27,30,30,18
1315,570014,27,30,30,18
1316,570015,27,30,30,18
1317,570016,27,30,30,18
1318,570017,27,30,30,18
1319,570018,27,30,30,18
1320,570019,27,30,30,18
1321,570020,27,30,30,18
1322,570021,27,30,30,18
1323,570022,27,30,30,18
1324,570023,27,30,30,18
1325,570024,27,30,30,18
1326,570025,27,30,30,18
1327,590001,11,60,60,24
1328,590002,11,60,60,24
1329,590003,11,60,60,24
1330,590004,11,60,60,24
1331,590005,11,60,60,24
1332,590006,11,60,60,24
1333,590007,11,60,60,24
1334,610001,34,37,37,27
1335,610002,34,37,37,27
1336,610003,34,37,37,27
1337,610004,34,38,38,27
1338,610005,34,37,37,27
1339,610006,34,37,37,27
1340,610007,34,37,37,27
1341,610008,34,37,37,27
1342,610009,34,37,37,27
1343,610010,34,37,37,27
1344,610011,34,38,38,27
1345,610012,34,37,37,27
1346,610013,34,37,37,27
1347,610014,34,37,37,27
1348,610015,34,37,37,27
1349,610016,34,38,38,27
1350,610017,34,38,38,27
1351,610018,34,38,38,27
1352,610019,34,38,38,27
1353,610020,34,37,37,27
1354,610021,34,38,38,27
1355,610022,34,38,38,27
1356,610023,34,38,38,27
1357,610024,34,38,38,27
1358,610025,34,38,38,27
1359,610026,34,35,35,27
1360,610027,34,35,35,27
1361,610028,34,35,35,27
1362,610029,34,38,38,27
1363,610030,34,38,38,27
1364,610031,34,38,38,27
1365,610032,34,35,35,27
1366,610033,34,38,38,27
1367,610034,34,35,35,27
1368,610035,34,35,35,27
1369,610036,34,38,38,27
1370,610037,34,37,37,27
1371,610038,34,37,37,27
1372,610039,34,35,35,27
1373,610040,34,38,38,27
1374,610041,34,38,38,27
1375,610042,34,35,35,27
1376,610043,34,38,38,27
1377,610044,34,38,38,27
1378,610045,34,37,37,27
1379,610046,34,37,37,27
1380,610047,34,37,37,27
1381,610048,34,38,38,27
1382,610049,34,37,37,27
1383,610050,34,38,38,27
1384,610051,34,38,38,27
1385,610052,34,37,37,27
1386,610053,34,37,37,27
1387,610054,34,38,38,27
1388,610055,34,35,35,27
1389,610056,34,35,35,27
1390,610057,34,35,35,27
1391,610058,34,35,35,27
1392,610059,34,37,37,27
1393,610060,34,37,37,27
1394,610061,34,37,37,27
1395,610062,34,38,38,27
1396,610063,34,37,37,27
1397,610064,34,35,35,27
1398,610065,34,37,37,27
1399,610066,34,37,37,27
1400,610067,34,37,37,27
1401,610068,34,37,37,27
1402,610069,34,37,37,27
1403,610070,34,37,37,27
1404,610071,34,37,37,27
1405,610072,34,38,38,27
1406,610073,34,38,38,27
1407,610074,34,38,38,27
1408,610075,34,38,38,27
1409,610076,34,37,37,27
1410,610077,34,37,37,27
1411,610078,34,35,35,27
1412,610079,34,38,38,27
1413,610080,34,35,35,27
1414,610081,34,38,38,27
1415,610082,34,37,37,27
1416,610083,34,37,37,27
1417,610084,34,35,35,27
1418,610085,34,38,38,27
1419,610086,34,37,37,27
1420,610087,34,35,35,27
1421,610095,34,38,38,27
1422,610096,34,37,37,27
1423,610097,34,37,37,27
1424,610098,34,38,38,27
1425,610099,34,37,37,27
1426,610100,34,38,38,27
1427,610101,34,37,37,27
1428,610102,34,37,37,27
1429,610103,34,38,38,27
1430,610104,34,38,38,27
1431,610105,34,38,38,27
1432,610106,34,38,38,27
1433,610107,34,37,37,27
1434,610108,34,37,37,27
1435,610109,34,38,38,27
1436,631001,4,5,5,1
1437,632002,4,5,5,1
1438,633003,4,5,5,1
1439,634004,4,5,5,1
1440,650101,13,87,87,31
1441,650102,13,87,87,31
1442,650103,13,87,87,31
1443,650201,13,87,87,31
1444,650301,13,87,87,31
1445,650302,13,87,87,31
1446,650401,13,87,87,31
1447,650402,13,87,87,31
1448,670001,4,9,9,1
1449,670002,4,9,9,1
1450,670004,4,9,9,1
1451,670005,4,9,9,1
1452,670006,4,9,9,1
1453,670007,4,9,9,1
1454,670009,4,9,9,1
1455,670011,4,9,9,1
1456,670012,4,9,9,1
1457,670014,4,9,9,1
1458,670015,4,9,9,1
1459,670016,4,9,9,1
1460,670017,4,9,9,1
1461,670018,4,9,9,1
1462,670019,4,9,9,1
1463,670021,4,9,9,1
1464,67013T,4,9,9,1
1465,67020E,4,9,9,1
1466,690101,19,88,88,31
1467,690105,19,88,88,31
1468,690201,19,88,88,31
1469,690206,19,88,88,31
1470,690301,19,88,88,31
1471,690307,19,88,88,31
1472,690401,19,88,88,31
1473,690408,19,88,88,31
1474,710001,36,23,23,4
1475,710002,36,23,23,4
1476,710003,36,23,23,4
1477,710004,36,23,23,4
1478,710005,36,23,23,4
1479,710006,36,23,23,4
1480,710007,36,23,23,4
1481,710008,36,23,23,4
1482,710009,36,23,23,4
1483,710010,36,23,23,4
1484,710011,36,23,23,4
1485,710012,36,23,23,4
1486,710013,14,23,23,4
1487,710014,36,23,23,4
1488,710015,36,23,23,4
1489,730012,5,11,11,3
1490,730013,5,11,11,3
1491,730014,5,11,11,3
1492,730015,5,11,11,3
1493,730022,5,11,11,3
1494,730023,5,11,11,3
1495,730024,5,11,11,3
1496,730025,5,11,11,3
1497,730026,5,11,11,3
1498,730027,5,11,11,3
1499,730028,5,11,11,3
1500,730032,5,11,11,3
1501,730033,5,11,11,3
1502,730034,5,11,11,3
1503,730035,5,11,11,3
1504,730036,5,11,11,3
1505,730037,5,11,11,3
1506,730038,5,11,11,3
1507,730042,5,11,11,3
1508,730043,5,11,11,3
1509,730044,5,11,11,3
1510,730045,5,11,11,3
1511,730046,5,11,11,3
1512,730047,5,11,11,3
1513,730048,5,11,11,3
1514,750101,13,68,68,28
1515,750201,13,68,68,28
1516,750301,13,68,68,28
1517,750401,13,68,68,28
1518,770001,13,69,69,30
1519,770006,13,69,69,30
1520,770008,13,69,69,30
1521,770009,13,69,69,30
1522,770010,13,69,69,30
1523,770011,13,69,69,30
1524,770012,13,69,69,30
1525,770013,13,69,69,30
1526,770014,13,69,69,30
1527,770015,13,69,69,30
1528,770017,13,69,69,30
1529,770020,13,69,69,30
1530,770024,13,69,69,30
1531,770026,13,69,69,30
1532,770027,13,69,69,30
1533,770032,13,69,69,30
1534,790101,19,88,88,31
1535,790202,19,88,88,31
1536,790303,19,88,88,31
1537,790306,19,88,88,31
1538,790404,19,88,88,31
1539,810001,11,72,72,28
1540,810002,11,72,72,28
1541,810003,11,72,72,28
1542,810004,11,72,72,28
1543,830001,11,60,60,28
1544,830002,11,60,60,28
1545,830003,11,60,60,28
1546,830004,11,60,60,28
1547,83002E,11,60,60,28
1548,850001,3,70,70,8
1549,850002,3,70,70,8
1550,850003,3,70,70,8
1551,850004,3,70,70,30
1552,850005,3,67,67,8
1553,850006,3,89,89,8
1554,850007,3,89,89,8
1555,850008,3,89,89,30
1556,850009,3,70,70,30
1557,850010,3,70,70,30
1558,850011,4,33,33,30
1559,850012,3,70,70,8
1560,850013,4,70,70,30
1561,850014,3,66,66,8
1562,850015,3,66,66,8
1563,850016,3,70,70,30
1564,850017,4,70,70,30
1565,850018,4,33,33,30
1566,850019,3,66,66,8
1567,850020,4,70,70,30
1568,850021,3,67,67,8
1569,850022,4,70,70,30
1570,850023,3,67,67,8
1571,850024,3,66,66,8
1572,850025,3,89,89,8
1573,850026,3,67,67,8
1574,850027,32,89,89,30
1575,850028,3,66,66,8
1576,850029,4,33,33,30
1577,850030,3,33,33,8
1578,850031,3,66,66,8
1579,850032,3,67,67,8
1580,850033,4,89,89,30
1581,850034,3,66,66,8
1582,850035,4,89,89,30
1583,850036,3,66,66,8
1584,850037,4,33,33,30
1585,850038,3,70,70,8
1586,850039,3,67,67,8
1587,850040,3,67,67,8
1588,850041,3,89,89,8
1589,850042,4,33,33,30
1590,850043,3,70,70,8
1591,850044,3,70,70,8
1592,850045,3,89,89,8
1593,850046,3,67,67,8
1594,850047,3,89,89,8
1595,850048,3,67,67,8
1596,850049,3,67,67,8
1597,850050,3,67,67,8
1598,850051,3,67,67,8
1599,850052,3,89,89,8
1600,850053,3,67,67,8
1601,850054,3,67,67,8
1602,850055,3,67,67,8
1603,850056,32,89,89,30
1604,850057,3,70,70,8
1605,850058,3,67,67,8
1606,850059,3,89,89,8
1607,850060,3,89,89,8
1608,850061,3,89,89,8
1609,850062,3,67,67,8
1610,850063,3,67,67,8
1611,850064,3,67,67,8
1612,850065,3,67,67,8
1613,850066,3,67,67,8
1614,850067,3,66,66,8
1615,850068,3,89,89,8
1616,850069,3,67,67,8
1617,850070,3,67,67,8
1618,850071,3,66,66,8
1619,850072,3,67,67,8
1620,850073,3,66,66,8
1621,850074,3,66,66,8
1622,850075,3,66,66,8
1623,850076,3,66,66,8
1624,850077,3,67,67,8
1625,850078,3,67,67,8
1626,850079,3,66,66,8
1627,850080,3,89,89,8
1628,850081,3,66,66,8
1629,850082,3,89,89,8
1630,850083,32,89,89,30
1631,850084,3,66,66,8
1632,850085,3,67,67,8
1633,850086,3,66,66,8
1634,850087,3,33,33,8
1635,850088,3,66,66,8
1636,850089,3,66,66,8
1637,850090,3,66,66,8
1638,850091,3,67,67,8
1639,850092,3,33,33,8
1640,850093,4,33,33,30
1641,850094,3,67,67,8
1642,850095,3,89,89,8
1643,850096,3,70,70,8
1644,850097,3,70,70,8
1645,850098,3,70,70,8
1646,850099,3,70,70,8
1647,850100,3,70,70,30
1648,850101,3,33,33,8
1649,850102,3,70,70,8
1650,850103,3,89,89,8
1651,850104,3,66,66,8
1652,850105,3,66,66,8
1653,850106,3,89,89,8
1654,850107,3,67,67,8
1655,850108,3,66,66,8
1656,850109,3,66,66,8
1657,850110,3,67,67,8
1658,850111,3,33,33,8
1659,850112,3,66,66,8
1660,850113,3,89,89,8
1661,850114,3,89,89,30
1662,850115,3,66,66,8
1663,850116,3,66,66,8
1664,850117,3,33,33,8
1665,850118,3,33,33,8
1666,850119,3,66,66,8
1667,850120,3,67,67,8
1668,850121,3,67,67,8
1669,850122,3,70,70,8
1670,850123,3,66,66,8
1671,850124,3,66,66,8
1672,850125,3,67,67,8
1673,850126,3,70,70,8
1674,850127,3,33,33,8
1675,850128,3,89,89,8
1676,850129,3,70,70,8
1677,850130,3,67,67,8
1678,850131,3,70,70,8
1679,850132,3,66,66,8
1680,850133,32,89,89,30
1681,850134A,3,33,33,8
1682,850134B,3,33,33,8
1683,850134C,3,33,33,8
1684,850135,3,66,66,8
1685,850136,3,66,66,8
1686,850137,3,66,66,8
1687,850138,3,67,67,8
1688,850139,3,66,66,8
1689,850140,3,70,70,8
1690,850141,3,89,89,8
1691,850142,3,66,66,8
1692,850143,3,66,66,8
1693,850144,3,89,89,8
1694,850145,3,89,89,8
1695,850146,3,33,33,8
1696,850147,3,67,67,8
1697,850148,3,70,70,8
1698,850149,3,70,70,8
1699,850150,3,70,70,30
1700,850151,3,89,89,8
1701,850152,3,67,67,8
1702,850153,32,89,89,8
1703,850154,4,33,33,30
1704,850155,3,70,70,8
1705,850156,3,70,70,8
1706,850157,3,67,67,8
1707,850158,3,89,89,8
1708,850159,32,89,89,8
1709,850160,4,33,33,30
1710,850161,4,70,70,30
1711,850162,4,70,70,30
1712,850163,3,70,70,8
1713,850164,3,67,67,8
1714,850165,3,89,89,8
1715,850166,3,89,89,8
1716,850167,3,66,66,8
1717,850168,3,89,89,8
1718,850169,3,70,70,8
1719,850170,32,89,89,30
1720,850171,3,67,67,8
1721,850172,3,70,70,30
1722,850173,3,70,70,8
1723,850174,32,89,89,30
1724,850175,3,89,89,8
1725,850176,3,66,66,8
1726,850177,3,33,33,8
1727,850178,3,70,70,30
1728,850179,3,89,89,8
1729,850180,4,70,70,30
1730,850181,4,33,33,30
1731,850182,3,33,33,30
1732,850183,3,33,33,30
1733,850184,3,33,33,30
1734,850185,3,33,33,30
1735,850186,3,33,33,30
1736,850187,3,70,70,30
1737,850188,3,70,70,30
1738,850189,3,70,70,30
1739,850190,4,70,70,30
1740,850191,3,89,89,30
1741,850192,4,33,33,30
1742,850193,3,89,89,30
1743,850194,3,89,89,30
1744,850195,3,89,89,30
1745,850196,32,89,89,8
1746,850197,3,66,66,8
1747,850198,3,89,89,30
1748,850199,3,33,33,30
1749,850200,4,89,89,30
1750,850201,3,33,33,30
1751,850202,4,70,70,30
1752,850203,3,70,70,8
1753,850204,3,70,70,8
1754,850205,3,70,70,8
1755,850206,3,70,70,8
1756,850207,3,70,70,30
1757,850208,3,70,70,30
1758,850209,3,33,33,8
1759,850210,3,89,89,8
1760,850211,3,70,70,8
1761,850212,3,33,33,8
1762,850213,3,70,70,8
1763,850214,3,70,70,30
1764,850215,3,70,70,30
1765,850216,3,70,70,30
1766,850217,32,89,89,30
1767,850218,3,67,67,8
1768,850219,3,67,67,8
1769,850220,3,33,33,8
1770,850221,3,70,70,8
1771,850222,3,67,67,8
1772,850223,3,67,67,8
1773,850224,3,70,70,30
1774,850225,3,33,33,8
1775,850226,3,70,70,8
1776,870101,13,68,68,31
1777,870201,13,68,68,31
1778,870202,13,68,68,31
1779,870301,13,68,68,31
1780,870302,13,68,68,31
1781,870401,13,68,68,31
1782,870402,13,68,68,31
1783,890101,10,13,13,18
1784,890102,10,13,13,18
1785,890103,10,13,13,18
1786,890201,10,13,13,18
1787,890202,10,13,13,18
1788,890302,10,13,13,18
1789,890303,10,13,13,18
1790,890304,10,13,13,18
1791,890305,10,13,13,18
1792,890401,10,13,13,18
1793,890402,10,13,13,18
1794,910101,21,73,73,25
1795,910102,21,73,73,25
1796,910103,21,73,73,25
1797,910104,21,73,73,25
1798,910105A,21,73,73,25
1799,910105B,21,73,73,25
1800,910105C,21,73,73,25
1801,910105D,21,73,73,25
1802,910106A,21,73,73,25
1803,910106B,21,73,73,25
1804,910107,21,73,73,25
1805,910201,35,73,73,25
1806,910202A,35,73,73,25
1807,910202B,21,73,73,25
1808,910203A,21,73,73,25
1809,910203B,21,73,73,25
1810,910203C,21,73,73,25
1811,910204,21,73,73,25
1812,910205,21,73,73,25
1813,910206,21,73,73,25
1814,910207,21,73,73,25
1815,910208,21,73,73,25
1816,910301,35,73,73,25
1817,910302,35,73,73,25
1818,910303,35,73,73,25
1819,910304,35,73,73,25
1820,910305,21,73,73,25
1821,910306,35,73,73,25
1822,910401,21,73,73,25
1823,910402,21,73,73,25
1824,910403,21,73,73,25
1825,910404,21,73,73,25
1826,910405,21,73,73,25
1827,910406,21,73,73,25
1828,910407,21,73,73,25
1829,930001,11,59,59,24
1830,930002,11,59,59,24
1831,930004,11,59,59,24
1832,930005,11,59,59,24
1833,930006,11,59,59,24
1834,930007,11,59,59,24
1835,930009,11,59,59,24
1836,930010,11,59,59,24
1837,930011,11,59,59,24
1838,930012,11,59,59,24
1839,930013,11,59,59,24
1840,930014,11,59,59,24
1841,930015,11,59,59,24
1842,930016,11,59,59,24
1843,950101,11,72,72,28
1844,950102,11,72,72,28
1845,950203,11,72,72,28
1846,950204,11,72,72,28
1847,950205,11,72,72,28
1848,950306,11,72,72,28
1849,950407,11,72,72,28
1850,950408,11,72,72,28
1851,970001,13,68,68,30
1852,970002,13,68,68,30
1853,970003,13,68,68,30
1854,970004,13,68,68,30
1855,970005,13,68,68,30
1856,970006,13,68,68,30
1857,970007,13,68,68,30
1858,970008,13,68,68,30
1859,970009,13,68,68,30
1860,970010,13,68,68,30
1861,970011,13,68,68,30
1862,970012,13,68,68,30
1863,970014,13,68,68,30
1864,970015,13,68,68,30
1865,970017,13,68,68,30
1866,970018,13,68,68,30
1867,970019,13,68,68,30
1868,970020,13,68,68,30
1869,970021,13,68,68,30
1870,970022,13,68,68,30
1871,970026,13,68,68,30
1872,970027,13,68,68,30
1873,970028,13,68,68,30
1874,970030,13,68,68,30
1875,970031,13,68,68,30
1876,970033,13,68,68,30
1877,970034,13,68,68,30
1878,970035,13,68,68,30
1879,970037,13,68,68,30
1880,990101,25,59,59,24
1881,990102,25,59,59,24
1882,990103,25,59,59,24
1883,990104,25,59,59,24
1884,990205,25,59,59,24
1885,990206,25,59,59,24
1886,990207,25,59,59,24
1887,990308,25,59,59,24
1888,990309,25,59,59,24
1889,990310,25,59,59,24
1890,990311,25,59,59,24
1891,990412,25,59,59,24
1892,990413,25,59,59,24
1893,990414,25,59,59,24
1894,990415,25,59,59,24
1895,990416,25,59,59,24
1896,1010101,13,68,68,28
1897,1010201,13,68,68,28
1898,1010301,13,68,68,28
1899,1010401,13,68,68,28
